Nonnative index,Native index,Nonnative score,Native score
988,1395,-63.59,-67.32
989,1258,-63.58,-69.08
990,716,-63.54,-77.86
991,311,-63.55,-86.09
992,668,-63.52,-78.89
993,879,-63.51,-75.29
994,502,-63.49,-82.04
995,795,-63.47,-76.6
996,1566,-63.44,-64.43
997,1052,-63.46,-72.59
998,982,-63.46,-73.57
999,831,-63.45,-76.11
1000,1301,-63.41,-68.5
1001,1228,-63.4,-69.66
1002,808,-63.38,-76.48
1003,599,-63.39,-80.21
1004,1275,-63.38,-68.87
1005,972,-63.34,-73.71
1006,703,-63.3,-78.16
1007,527,-63.26,-81.56
1008,608,-63.26,-80.03
1009,1068,-63.24,-72.36
1010,566,-63.24,-80.71
1011,1060,-63.23,-72.49
1012,792,-63.23,-76.66
1013,769,-63.22,-77.05
1014,868,-63.18,-75.49
1015,363,-63.14,-84.54
1016,1538,-63.13,-64.79
1017,1691,-63.11,-61.97
1018,508,-63.13,-82.0
1019,1624,-63.11,-63.38
1020,1289,-63.12,-68.66
1021,797,-63.11,-76.6
1022,1214,-63.08,-69.91
1023,564,-63.08,-80.75
1024,1434,-63.07,-66.76
1025,1265,-63.06,-68.97
1026,351,-63.05,-84.82
1027,754,-63.05,-77.25
1028,880,-63.04,-75.29
1029,1015,-63.04,-73.05
1030,1120,-62.98,-71.41
1031,1582,-62.96,-63.99
1032,967,-62.96,-73.73
1033,751,-62.96,-77.28
1034,1371,-62.95,-67.63
1035,1519,-62.95,-65.15
1036,1759,-62.95,-60.46
1037,1022,-62.93,-72.97
1038,452,-62.94,-83.0
1039,934,-62.91,-74.36
1040,691,-62.9,-78.39
1041,1685,-62.9,-62.07
1042,1001,-62.9,-73.22
1043,772,-62.91,-77.05
1044,1192,-62.87,-70.32
1045,883,-62.89,-75.26
1046,1448,-62.87,-66.33
1047,484,-62.84,-82.37
1048,1072,-62.84,-72.2
1049,1005,-62.84,-73.22
1050,798,-62.86,-76.59
1051,1043,-62.78,-72.65
1052,725,-62.8,-77.71
1053,1036,-62.79,-72.79
1054,1169,-62.77,-70.68
1055,1521,-62.76,-65.13
1056,949,-62.72,-74.02
1057,1669,-62.72,-62.36
1058,852,-62.69,-75.78
1059,1287,-62.71,-68.74
1060,924,-62.66,-74.5
1061,1438,-62.68,-66.72
1062,717,-62.63,-77.78
1063,1518,-62.64,-65.15
1064,857,-62.65,-75.7
1065,1034,-62.59,-72.77
1066,1476,-62.57,-65.84
1067,930,-62.58,-74.43
1068,1224,-62.53,-69.81
1069,1281,-62.53,-68.8
1070,1161,-62.53,-70.88
1071,1320,-62.53,-68.19
1072,1221,-62.48,-69.85
1073,1695,-62.45,-61.9
1074,812,-62.46,-76.4
1075,1672,-62.43,-62.31
1076,913,-62.43,-74.68
1077,451,-62.36,-83.0
1078,1292,-62.36,-68.68
1079,1208,-62.33,-69.96
1080,1478,-62.33,-65.86
1081,897,-62.31,-75.04
1082,1307,-62.28,-68.42
1083,304,-62.29,-86.21
1084,1413,-62.24,-67.06
1085,746,-62.24,-77.43
1086,672,-62.22,-78.81
1087,1461,-62.21,-66.06
1088,1100,-62.23,-71.69
1089,617,-62.18,-79.91
1090,1057,-62.16,-72.52
1091,622,-62.12,-79.78
1092,1440,-62.12,-66.61
1093,786,-62.14,-76.76
1094,1123,-62.1,-71.38
1095,710,-62.11,-77.94
1096,1145,-62.09,-71.1
1097,915,-62.1,-74.63
1098,1074,-62.11,-72.19
1099,1543,-62.03,-64.73
1100,1523,-62.05,-65.09
1101,1600,-62.03,-63.82
1102,1166,-62.0,-70.71
1103,1361,-62.01,-67.75
1104,748,-61.99,-77.4
1105,826,-61.98,-76.25
1106,695,-61.94,-78.29
1107,1532,-61.94,-64.88
1108,1655,-61.92,-62.64
1109,1516,-61.89,-65.24
1110,481,-61.89,-82.41
1111,1466,-61.88,-66.01
1112,1025,-61.88,-72.96
1113,1011,-61.89,-73.15
1114,1257,-61.86,-69.1
1115,1021,-61.85,-72.96
1116,1452,-61.84,-66.25
1117,778,-61.84,-76.96
1118,1278,-61.84,-68.81
1119,983,-61.79,-73.52
1120,613,-61.74,-79.95
1121,881,-61.71,-75.26
1122,1080,-61.7,-72.09
1123,1285,-61.72,-68.75
1124,1302,-61.71,-68.46
1125,1090,-61.7,-71.86
1126,660,-61.64,-79.04
1127,589,-61.66,-80.37
1128,1542,-61.62,-64.77
1129,395,-61.63,-84.01
1130,1096,-61.63,-71.72
1131,1713,-61.63,-61.49
1132,1589,-61.63,-63.89
1133,1421,-61.59,-66.97
1134,1263,-61.59,-69.07
1135,1372,-61.55,-67.63
1136,763,-61.54,-77.15
1137,1102,-61.47,-71.67
1138,1423,-61.46,-66.94
1139,1391,-61.48,-67.39
1140,336,-61.44,-85.34
1141,1027,-61.4,-72.92
1142,1658,-61.4,-62.51
1143,804,-61.39,-76.49
1144,1408,-61.35,-67.15
1145,1091,-61.34,-71.82
1146,1610,-61.36,-63.73
1147,1401,-61.32,-67.27
1148,824,-61.31,-76.28
1149,1331,-61.32,-68.08
1150,1763,-61.32,-60.26
1151,1386,-61.29,-67.46
1152,1111,-61.3,-71.55
1153,1203,-61.3,-70.07
1154,1270,-61.3,-68.93
1155,1790,-61.27,-59.32
1156,1128,-61.23,-71.28
1157,840,-61.24,-75.93
1158,1551,-61.22,-64.64
1159,1028,-61.23,-72.91
1160,1288,-61.24,-68.74
1161,1396,-61.22,-67.33
1162,990,-61.22,-73.46
1163,1348,-61.16,-67.84
1164,1163,-61.15,-70.85
1165,403,-61.13,-83.86
1166,1306,-61.1,-68.47
1167,832,-61.11,-76.09
1168,1238,-61.11,-69.46
1169,1664,-61.1,-62.5
1170,1094,-61.07,-71.75
1171,885,-61.07,-75.19
1172,1621,-61.05,-63.48
1173,676,-61.05,-78.69
1174,818,-61.05,-76.38
1175,1344,-61.04,-67.89
1176,777,-61.03,-76.98
1177,999,-61.0,-73.31
1178,449,-60.98,-83.01
1179,1012,-60.99,-73.09
1180,1180,-61.0,-70.54
1181,980,-60.97,-73.56
1182,340,-60.96,-85.25
1183,1444,-60.95,-66.55
1184,1086,-60.91,-71.96
1185,1299,-60.88,-68.51
1186,1013,-60.86,-73.08
1187,1368,-60.8,-67.67
1188,1173,-60.82,-70.62
1189,1155,-60.81,-70.97
1190,1506,-60.8,-65.49
1191,1037,-60.77,-72.76
1192,1531,-60.78,-64.9
1193,1246,-60.79,-69.31
1194,1020,-60.78,-73.03
1195,441,-60.75,-83.15
1196,1580,-60.73,-64.06
1197,1134,-60.71,-71.23
1198,877,-60.62,-75.33
1199,1118,-60.62,-71.43
1200,1002,-60.57,-73.22
1201,592,-60.56,-80.3
1202,1197,-60.58,-70.27
1203,1226,-60.56,-69.71
1204,1522,-60.54,-65.12
1205,1706,-60.55,-61.58
1206,1480,-60.51,-65.82
1207,1085,-60.51,-72.01
1208,988,-60.5,-73.5
1209,1674,-60.47,-62.32
1210,1189,-60.46,-70.4
1211,485,-60.45,-82.37
1212,928,-60.42,-74.45
1213,1220,-60.43,-69.86
1214,1225,-60.42,-69.82
1215,870,-60.38,-75.45
1216,1119,-60.36,-71.43
1217,1615,-60.35,-63.64
1218,1387,-60.35,-67.45
1219,1095,-60.36,-71.77
1220,882,-60.32,-75.26
1221,1385,-60.29,-67.46
1222,1149,-60.28,-71.07
1223,1048,-60.26,-72.62
1224,1487,-60.22,-65.72
1225,1183,-60.2,-70.49
1226,1253,-60.2,-69.14
1227,1743,-60.17,-60.81
1228,1242,-60.14,-69.35
1229,1041,-60.12,-72.66
1230,1649,-60.12,-62.75
1231,1605,-60.12,-63.74
1232,1110,-60.12,-71.54
1233,1718,-60.13,-61.4
1234,1089,-60.13,-71.86
1235,1158,-60.06,-70.95
1236,1665,-60.06,-62.44
1237,1594,-60.03,-63.86
1238,1802,-60.03,-58.93
1239,1549,-59.99,-64.67
1240,1747,-59.94,-60.76
1241,698,-59.93,-78.23
1242,856,-59.95,-75.7
1243,1345,-59.92,-67.88
1244,1252,-59.9,-69.17
1245,1051,-59.92,-72.6
1246,986,-59.91,-73.52
1247,1311,-59.88,-68.38
1248,905,-59.89,-74.91
1249,1272,-59.89,-68.91
1250,1305,-59.88,-68.46
1251,1138,-59.89,-71.18
1252,1458,-59.89,-66.08
1253,884,-59.86,-75.21
1254,1092,-59.84,-71.8
1255,1209,-59.81,-69.92
1256,1269,-59.82,-68.93
1257,465,-59.81,-82.76
1258,1724,-59.81,-61.25
1259,1030,-59.81,-72.88
1260,1676,-59.82,-62.3
1261,1354,-59.81,-67.8
1262,1599,-59.78,-63.81
1263,1410,-59.8,-67.11
1264,1661,-59.79,-62.5
1265,727,-59.75,-77.65
1266,1399,-59.74,-67.28
1267,1194,-59.74,-70.28
1268,1332,-59.73,-68.08
1269,917,-59.71,-74.58
1270,1328,-59.69,-68.11
1271,1732,-59.66,-61.04
1272,500,-59.66,-82.05
1273,1694,-59.67,-61.91
1274,1241,-59.63,-69.35
1275,1187,-59.65,-70.45
1276,1550,-59.63,-64.64
1277,1261,-59.63,-69.06
1278,1787,-59.65,-59.42
1279,1035,-59.64,-72.79
1280,1067,-59.63,-72.36
1281,1186,-59.6,-70.44
1282,1177,-59.61,-70.52
1283,1070,-59.61,-72.24
1284,1526,-59.61,-65.04
1285,1647,-59.58,-62.8
1286,1349,-59.58,-67.83
1287,1083,-59.54,-72.05
1288,1141,-59.56,-71.13
1289,1750,-59.56,-60.64
1290,975,-59.55,-73.66
1291,1223,-59.48,-69.82
1292,1634,-59.5,-63.06
1293,1184,-59.49,-70.48
1294,1670,-59.45,-62.37
1295,1552,-59.45,-64.63
1296,1032,-59.44,-72.81
1297,994,-59.43,-73.36
1298,1156,-59.43,-70.99
1299,1578,-59.41,-64.12
1300,901,-59.38,-74.95
1301,1159,-59.37,-70.96
1302,1608,-59.38,-63.71
1303,1170,-59.37,-70.65
1304,1441,-59.33,-66.56
1305,1188,-59.31,-70.4
1306,1316,-59.28,-68.25
1307,1445,-59.27,-66.54
1308,1115,-59.28,-71.46
1309,1748,-59.26,-60.73
1310,1389,-59.26,-67.38
1311,1562,-59.21,-64.51
1312,859,-59.23,-75.61
1313,896,-59.22,-75.05
1314,1104,-59.21,-71.67
1315,377,-59.22,-84.29
1316,1171,-59.2,-70.64
1317,1075,-59.2,-72.14
1318,1235,-59.2,-69.55
1319,1294,-59.19,-68.64
1320,684,-59.16,-78.52
1321,1031,-59.15,-72.83
1322,639,-59.13,-79.42
1323,888,-59.13,-75.19
1324,1088,-59.1,-71.88
1325,1142,-59.09,-71.12
1326,1367,-59.1,-67.69
1327,1725,-59.1,-61.25
1328,1193,-59.1,-70.32
1329,1248,-59.09,-69.26
1330,1268,-59.06,-68.97
1331,1284,-59.06,-68.75
1332,1424,-59.04,-66.9
1333,784,-59.03,-76.76
1334,1236,-59.05,-69.55
1335,1606,-59.0,-63.74
1336,1113,-59.0,-71.54
1337,398,-58.99,-83.98
1338,532,-58.94,-81.48
1339,1829,-58.92,-58.21
1340,720,-58.9,-77.72
1341,1768,-58.9,-60.13
1342,1150,-58.87,-71.04
1343,1231,-58.82,-69.56
1344,1315,-58.83,-68.24
1345,1124,-58.82,-71.38
1346,955,-58.78,-73.88
1347,1680,-58.76,-62.14
1348,669,-58.77,-78.89
1349,1404,-58.77,-67.2
1350,1612,-58.74,-63.67
1351,1541,-58.71,-64.77
1352,938,-58.7,-74.28
1353,1455,-58.68,-66.16
1354,1411,-58.67,-67.12
1355,1402,-58.67,-67.25
1356,1596,-58.67,-63.85
1357,1548,-58.68,-64.71
1358,1511,-58.66,-65.37
1359,1300,-58.65,-68.49
1360,1786,-58.66,-59.44
1361,1084,-58.62,-72.03
1362,614,-58.63,-79.94
1363,1342,-58.62,-67.91
1364,965,-58.63,-73.8
1365,1403,-58.62,-67.24
1366,1572,-58.6,-64.26
1367,1165,-58.59,-70.79
1368,1122,-58.55,-71.39
1369,1211,-58.51,-69.94
1370,1646,-58.5,-62.8
1371,1093,-58.5,-71.8
1372,1727,-58.47,-61.2
1373,1282,-58.42,-68.79
1374,1488,-58.4,-65.72
1375,1008,-58.39,-73.16
1376,1191,-58.37,-70.34
1377,1327,-58.34,-68.11
1378,968,-58.36,-73.7
1379,1308,-58.36,-68.43
1380,1490,-58.33,-65.72
1381,1726,-58.28,-61.22
1382,1442,-58.3,-66.53
1383,1756,-58.3,-60.55
1384,1513,-58.27,-65.38
1385,1595,-58.24,-63.85
1386,1329,-58.24,-68.1
1387,1291,-58.2,-68.66
1388,1784,-58.2,-59.46
1389,1525,-58.19,-65.08
1390,1273,-58.17,-68.9
1391,1648,-58.16,-62.78
1392,1394,-58.14,-67.35
1393,1640,-58.14,-62.94
1394,1793,-58.15,-59.16
1395,1547,-58.13,-64.72
1396,1482,-58.15,-65.79
1397,1631,-58.12,-63.15
1398,1459,-58.12,-66.08
1399,494,-58.09,-82.17
1400,1475,-58.09,-65.85
1401,1319,-58.02,-68.19
1402,1584,-58.02,-63.99
1403,1369,-58.03,-67.66
1404,1286,-57.99,-68.72
1405,1217,-57.98,-69.91
1406,1540,-57.95,-64.77
1407,1254,-57.97,-69.15
1408,1237,-57.96,-69.49
1409,1388,-57.95,-67.44
1410,1069,-57.94,-72.33
1411,1019,-57.91,-73.03
1412,1493,-57.9,-65.66
1413,1579,-57.91,-64.08
1414,1108,-57.87,-71.59
1415,1038,-57.86,-72.72
1416,689,-57.86,-78.44
1417,1435,-57.84,-66.75
1418,1755,-57.85,-60.58
1419,1575,-57.84,-64.2
1420,1507,-57.81,-65.47
1421,1393,-57.78,-67.36
1422,1130,-57.77,-71.24
1423,1244,-57.76,-69.32
1424,1153,-57.74,-71.02
1425,1556,-57.71,-64.55
1426,789,-57.73,-76.71
1427,1152,-57.68,-71.01
1428,1366,-57.7,-67.68
1429,1710,-57.68,-61.54
1430,1182,-57.68,-70.49
1431,1437,-57.68,-66.72
1432,587,-57.7,-80.44
1433,1468,-57.68,-65.97
1434,1131,-57.67,-71.25
1435,1524,-57.63,-65.06
1436,1277,-57.63,-68.82
1437,1160,-57.64,-70.92
1438,1364,-57.64,-67.7
1439,945,-57.63,-74.13
1440,1202,-57.61,-70.13
1441,1071,-57.59,-72.2
1442,1420,-57.57,-66.97
1443,1419,-57.55,-66.97
1444,1529,-57.53,-65.02
1445,1528,-57.54,-65.02
1446,1770,-57.55,-60.08
1447,1297,-57.55,-68.61
1448,1753,-57.5,-60.59
1449,781,-57.51,-76.77
1450,1731,-57.52,-61.14
1451,1571,-57.48,-64.29
1452,1892,-57.49,-55.06
1453,1379,-57.48,-67.49
1454,841,-57.44,-75.92
1455,677,-57.45,-78.68
1456,1679,-57.43,-62.2
1457,506,-57.39,-82.02
1458,1324,-57.38,-68.17
1459,1496,-57.39,-65.63
1460,1425,-57.32,-66.86
1461,1570,-57.31,-64.31
1462,1353,-57.29,-67.82
1463,1512,-57.29,-65.36
1464,1555,-57.3,-64.55
1465,1722,-57.26,-61.3
1466,1426,-57.26,-66.87
1467,1622,-57.26,-63.45
1468,1336,-57.26,-68.05
1469,1576,-57.26,-64.17
1470,1558,-57.2,-64.52
1471,1767,-57.2,-60.15
1472,1766,-57.21,-60.2
1473,1326,-57.21,-68.14
1474,1249,-57.15,-69.25
1475,775,-57.14,-76.99
1476,1472,-57.14,-65.9
1477,1016,-57.15,-73.06
1478,1492,-57.16,-65.71
1479,1357,-57.13,-67.79
1480,1533,-57.13,-64.85
1481,1815,-57.06,-58.58
1482,1398,-57.06,-67.28
1483,1375,-57.02,-67.57
1484,1617,-57.02,-63.56
1485,1133,-57.01,-71.23
1486,1504,-56.99,-65.51
1487,1772,-56.98,-59.89
1488,1652,-56.97,-62.69
1489,1477,-56.96,-65.85
1490,1164,-56.94,-70.83
1491,1663,-56.95,-62.49
1492,1358,-56.95,-67.8
1493,1832,-56.9,-58.04
1494,1544,-56.91,-64.74
1495,1510,-56.9,-65.38
1496,1383,-56.9,-67.49
1497,1741,-56.88,-60.83
1498,952,-56.87,-74.01
1499,1474,-56.85,-65.88
1500,1190,-56.81,-70.39
1501,1683,-56.83,-62.06
1502,802,-56.79,-76.52
1503,1627,-56.79,-63.31
1504,1473,-56.79,-65.87
1505,1463,-56.77,-66.07
1506,1321,-56.73,-68.19
1507,1204,-56.73,-70.07
1508,1222,-56.71,-69.84
1509,776,-56.71,-76.99
1510,1117,-56.71,-71.45
1511,1788,-56.71,-59.41
1512,1271,-56.68,-68.94
1513,1564,-56.68,-64.45
1514,1400,-56.66,-67.3
1515,1687,-56.67,-62.05
1516,1877,-56.64,-55.67
1517,1494,-56.6,-65.68
1518,1176,-56.61,-70.54
1519,1656,-56.59,-62.6
1520,1808,-56.57,-58.81
1521,1436,-56.5,-66.74
1522,1505,-56.46,-65.49
1523,1066,-56.46,-72.38
1524,1537,-56.47,-64.86
1525,1167,-56.47,-70.67
1526,1653,-56.44,-62.71
1527,1101,-56.39,-71.67
1528,1821,-56.4,-58.42
1529,1535,-56.4,-64.85
1530,1116,-56.4,-71.46
1531,1698,-56.4,-61.84
1532,1764,-56.35,-60.24
1533,1129,-56.34,-71.29
1534,1112,-56.3,-71.56
1535,1489,-56.32,-65.74
1536,1690,-56.31,-61.97
1537,1637,-56.24,-63.02
1538,1613,-56.24,-63.67
1539,1803,-56.23,-58.91
1540,1720,-56.2,-61.36
1541,1712,-56.2,-61.51
1542,1628,-56.14,-63.3
1543,1276,-56.14,-68.87
1544,1717,-56.14,-61.41
1545,1645,-56.1,-62.81
1546,1639,-56.08,-62.96
1547,1356,-56.08,-67.79
1548,1334,-56.08,-68.05
1549,1293,-56.05,-68.65
1550,914,-56.05,-74.68
1551,1530,-56.04,-64.94
1552,1509,-56.05,-65.43
1553,1365,-56.01,-67.72
1554,1429,-56.0,-66.81
1555,1255,-55.98,-69.12
1556,911,-55.97,-74.79
1557,1757,-55.97,-60.52
1558,1247,-55.96,-69.27
1559,1616,-55.95,-63.61
1560,1789,-55.93,-59.32
1561,1264,-55.93,-69.04
1562,1121,-55.92,-71.41
1563,1682,-55.91,-62.09
1564,1465,-55.92,-66.03
1565,1418,-55.89,-66.95
1566,1259,-55.83,-69.1
1567,1739,-55.82,-60.88
1568,1082,-55.84,-72.06
1569,1097,-55.75,-71.74
1570,1667,-55.75,-62.39
1571,1688,-55.74,-62.04
1572,1481,-55.74,-65.82
1573,1499,-55.7,-65.62
1574,1428,-55.69,-66.85
1575,1340,-55.67,-67.97
1576,1454,-55.64,-66.15
1577,1730,-55.66,-61.17
1578,1479,-55.61,-65.82
1579,1729,-55.6,-61.18
1580,936,-55.56,-74.33
1581,1681,-55.56,-62.09
1582,1868,-55.52,-56.07
1583,1751,-55.53,-60.64
1584,1501,-55.47,-65.59
1585,1831,-55.46,-58.07
1586,1498,-55.43,-65.61
1587,1636,-55.4,-63.02
1588,1136,-55.37,-71.19
1589,1894,-55.39,-55.0
1590,1820,-55.31,-58.45
1591,1563,-55.33,-64.47
1592,1213,-55.29,-69.89
1593,1592,-55.25,-63.86
1594,1762,-55.23,-60.33
1595,1431,-55.24,-66.77
1596,1569,-55.2,-64.33
1597,1709,-55.19,-61.57
1598,1574,-55.16,-64.2
1599,1447,-55.16,-66.45
1600,1716,-55.18,-61.48
1601,1290,-55.17,-68.67
1602,1604,-55.17,-63.76
1603,1721,-55.14,-61.31
1604,1801,-55.12,-58.98
1605,1335,-55.12,-68.05
1606,1591,-55.07,-63.88
1607,1778,-55.08,-59.64
1608,1058,-55.09,-72.5
1609,998,-55.04,-73.32
1610,1363,-55.04,-67.7
1611,1816,-55.01,-58.58
1612,1515,-55.03,-65.35
1613,1382,-55.02,-67.49
1614,1715,-54.95,-61.51
1615,1495,-54.97,-65.66
1616,1486,-54.94,-65.75
1617,1611,-54.93,-63.68
1618,1135,-54.94,-71.23
1619,1407,-54.94,-67.18
1620,1673,-54.89,-62.32
1621,1009,-54.91,-73.17
1622,1806,-54.87,-58.79
1623,1699,-54.86,-61.81
1624,1175,-54.86,-70.57
1625,1062,-54.87,-72.49
1626,1619,-54.83,-63.54
1627,1678,-54.83,-62.22
1628,1559,-54.79,-64.52
1629,1644,-54.78,-62.81
1630,1392,-54.78,-67.39
1631,1427,-54.68,-66.85
1632,1629,-54.66,-63.26
1633,1714,-54.67,-61.5
1634,1212,-54.66,-69.89
1635,1798,-54.64,-59.02
1636,1536,-54.59,-64.85
1637,1283,-54.61,-68.8
1638,1333,-54.59,-68.06
1639,1882,-54.61,-55.52
1640,1692,-54.56,-61.93
1641,1754,-54.58,-60.56
1642,861,-54.55,-75.53
1643,1470,-54.53,-65.94
1644,1598,-54.51,-63.8
1645,1573,-54.51,-64.22
1646,1723,-54.5,-61.29
1647,1351,-54.5,-67.82
1648,1146,-54.49,-71.09
1649,1783,-54.48,-59.53
1650,1274,-54.47,-68.89
1651,1390,-54.45,-67.37
1652,1207,-54.43,-70.0
1653,1642,-54.43,-62.94
1654,1781,-54.4,-59.55
1655,1534,-54.39,-64.85
1656,1711,-54.37,-61.53
1657,1626,-54.35,-63.32
1658,1844,-54.36,-57.42
1659,1168,-54.26,-70.67
1660,1453,-54.22,-66.19
1661,1503,-54.2,-65.54
1662,1777,-54.17,-59.66
1663,1219,-54.14,-69.88
1664,1280,-54.12,-68.8
1665,1666,-54.09,-62.44
1666,1809,-54.07,-58.76
1667,1565,-54.07,-64.45
1668,1734,-54.0,-60.98
1669,1484,-53.95,-65.76
1670,1198,-53.94,-70.2
1671,1614,-53.9,-63.63
1672,1707,-53.91,-61.56
1673,1689,-53.91,-62.02
1674,1825,-53.88,-58.32
1675,1162,-53.87,-70.86
1676,1869,-53.86,-56.05
1677,1422,-53.83,-66.94
1678,1581,-53.82,-64.06
1679,1758,-53.83,-60.5
1680,1303,-53.78,-68.45
1681,1745,-53.73,-60.78
1682,1630,-53.71,-63.17
1683,1561,-53.68,-64.49
1684,1312,-53.66,-68.32
1685,1915,-53.63,-53.47
1686,1903,-53.6,-54.45
1687,1686,-53.57,-62.05
1688,1568,-53.52,-64.36
1689,1339,-53.48,-67.99
1690,1632,-53.48,-63.08
1691,1668,-53.5,-62.39
1692,1890,-53.46,-55.18
1693,1875,-53.42,-55.73
1694,1867,-53.39,-56.14
1695,1920,-53.4,-53.32
1696,1860,-53.34,-56.5
1697,1585,-53.33,-63.96
1698,1199,-53.31,-70.21
1699,1151,-53.3,-71.03
1700,1586,-53.27,-63.9
1701,1539,-53.28,-64.77
1702,1830,-53.29,-58.11
1703,1677,-53.2,-62.31
1704,1560,-53.16,-64.49
1705,1374,-53.15,-67.59
1706,1769,-53.14,-60.12
1707,1736,-53.1,-60.91
1708,1719,-52.98,-61.38
1709,1409,-52.95,-67.12
1710,1771,-52.93,-60.0
1711,1577,-52.92,-64.14
1712,1660,-52.92,-62.51
1713,1782,-52.9,-59.53
1714,1810,-52.86,-58.76
1715,1643,-52.87,-62.87
1716,1735,-52.84,-60.99
1717,1350,-52.83,-67.84
1718,1684,-52.84,-62.06
1719,1620,-52.82,-63.48
1720,1464,-52.82,-66.02
1721,1588,-52.84,-63.89
1722,1633,-52.73,-63.05
1723,1343,-52.7,-67.92
1724,1833,-52.72,-57.93
1725,1662,-52.69,-62.5
1726,1603,-52.63,-63.79
1727,1785,-52.57,-59.44
1728,1708,-52.51,-61.56
1729,1635,-52.47,-63.02
1730,1842,-52.43,-57.53
1731,1744,-52.45,-60.77
1732,1697,-52.39,-61.85
1733,1397,-52.39,-67.3
1734,1827,-52.34,-58.27
1735,1384,-52.31,-67.47
1736,1491,-52.29,-65.69
1737,1776,-52.29,-59.68
1738,1414,-52.21,-67.05
1739,1855,-52.14,-57.02
1740,1813,-52.14,-58.68
1741,1823,-52.15,-58.33
1742,1891,-52.13,-55.07
1743,1728,-52.11,-61.19
1744,1774,-52.1,-59.8
1745,1846,-52.11,-57.35
1746,1705,-52.1,-61.62
1747,1914,-52.06,-53.48
1748,1866,-52.04,-56.17
1749,1878,-52.03,-55.65
1750,1836,-51.98,-57.86
1751,1746,-51.95,-60.74
1752,1871,-51.95,-56.05
1753,1899,-51.96,-54.54
1754,1651,-51.94,-62.73
1755,1835,-51.93,-57.9
1756,1814,-51.93,-58.6
1757,1775,-51.89,-59.76
1758,1500,-51.84,-65.62
1759,1380,-51.8,-67.51
1760,1805,-51.74,-58.85
1761,1602,-51.71,-63.78
1762,1893,-51.72,-55.03
1763,1659,-51.65,-62.53
1764,1703,-51.67,-61.71
1765,1848,-51.61,-57.33
1766,1881,-51.57,-55.56
1767,1852,-51.53,-57.14
1768,1381,-51.51,-67.51
1769,1925,-51.39,-53.01
1770,1797,-51.4,-59.0
1771,1811,-51.35,-58.74
1772,1545,-51.34,-64.74
1773,1909,-51.32,-53.91
1774,1693,-51.27,-61.91
1775,1742,-51.27,-60.81
1776,1432,-51.23,-66.77
1777,1760,-51.2,-60.44
1778,1896,-51.19,-54.72
1779,1859,-51.14,-56.55
1780,1439,-51.08,-66.63
1781,1837,-51.07,-57.86
1782,1590,-51.03,-63.87
1783,1883,-50.94,-55.53
1784,1865,-50.92,-56.19
1785,1792,-50.9,-59.18
1786,1838,-50.88,-57.86
1787,1752,-50.78,-60.63
1788,1863,-50.76,-56.26
1789,1969,-50.69,-48.68
1790,1618,-50.7,-63.53
1791,1870,-50.65,-56.03
1792,1862,-50.57,-56.32
1793,1873,-50.49,-55.78
1794,1467,-50.44,-65.97
1795,1912,-50.4,-53.74
1796,1456,-50.36,-66.12
1797,1702,-50.33,-61.74
1798,1325,-50.3,-68.13
1799,1941,-50.31,-51.73
1800,1807,-50.28,-58.81
1801,1804,-50.2,-58.9
1802,1936,-50.18,-52.16
1803,1850,-50.16,-57.25
1804,1937,-50.15,-52.14
1805,1929,-50.15,-52.85
1806,1942,-50.11,-51.7
1807,1675,-50.09,-62.32
1808,1849,-50.1,-57.34
1809,1650,-49.97,-62.72
1810,1843,-49.96,-57.51
1811,1897,-49.94,-54.68
1812,1898,-49.92,-54.58
1813,1641,-49.92,-62.95
1814,1880,-49.92,-55.55
1815,1794,-49.82,-59.15
1816,1954,-49.81,-50.12
1817,1780,-49.78,-59.54
1818,1902,-49.74,-54.44
1819,1740,-49.69,-60.85
1820,1884,-49.65,-55.5
1821,1900,-49.65,-54.5
1822,1654,-49.58,-62.7
1823,1935,-49.6,-52.27
1824,1824,-49.52,-58.33
1825,1934,-49.54,-52.51
1826,1853,-49.47,-57.08
1827,1938,-49.37,-52.06
1828,1955,-49.27,-49.87
1829,1304,-49.23,-68.47
1830,1738,-49.24,-60.89
1831,1874,-49.16,-55.74
1832,1841,-49.16,-57.72
1833,1933,-49.15,-52.59
1834,1800,-49.15,-58.99
1835,1904,-49.04,-54.4
1836,1749,-48.87,-60.7
1837,1812,-48.86,-58.73
1838,1928,-48.83,-52.88
1839,1851,-48.78,-57.14
1840,1839,-48.78,-57.79
1841,1737,-48.74,-60.91
1842,1966,-48.73,-49.02
1843,1817,-48.7,-58.48
1844,1932,-48.66,-52.65
1845,1733,-48.63,-61.05
1846,1972,-48.63,-47.57
1847,1910,-48.58,-53.87
1848,1858,-48.49,-56.7
1849,1950,-48.27,-50.43
1850,1872,-48.25,-56.01
1851,1671,-48.2,-62.34
1852,1906,-48.22,-54.31
1853,1819,-48.18,-58.48
1854,1657,-48.19,-62.58
1855,1901,-48.16,-54.51
1856,1879,-48.15,-55.58
1857,1939,-48.16,-51.92
1858,1949,-48.07,-50.52
1859,1962,-48.0,-49.27
1860,1597,-47.96,-63.81
1861,1583,-47.94,-63.98
1862,1983,-47.92,-44.37
1863,1834,-47.82,-57.9
1864,1947,-47.81,-50.83
1865,1761,-47.79,-60.37
1866,1916,-47.71,-53.43
1867,1952,-47.67,-50.21
1868,1967,-47.6,-48.84
1869,1979,-47.6,-45.37
